Stage,Date,Year,Month,Day,Distance,Origin,Destination,Type,Winner,Winner_Country
16,1981-07-12,1981,7,12,200.0,Thonon-les-Bains,Morzine,Stage with mountain(s),Robert Alban,FRA
17,1981-07-14,1981,7,14,230.0,Morzine,Alpe d'Huez,Stage with mountain(s),Peter Winnen,NED
18,1981-07-15,1981,7,15,134.0,Le Bourg-d'Oisans,Le Pleynet,Stage with mountain(s),Bernard Hinault,FRA
19,1981-07-16,1981,7,16,118.0,Veurey,Saint-Priest,Plain stage,Daniel Willems,BEL
20,1981-07-17,1981,7,17,46.0,Saint-Priest,Saint-Priest,Individual time trial,Bernard Hinault,FRA
21,1981-07-18,1981,7,18,207.0,Auxerre,Fontenay-sous-Bois,Plain stage,Johan van der Velde,NED
22,1981-07-19,1981,7,19,187.0,Fontenay-sous-Bois,Paris,Plain stage,Freddy Maertens,BEL
P,1980-06-26,1980,6,26,8.0,Frankfurt,Frankfurt,Individual time trial,Bernard Hinault,FRA
1a,1980-06-27,1980,6,27,133.0,Frankfurt,Wiesbaden,Plain stage,Jan Raas,NED
1b,1980-06-27,1980,6,27,46.0,Wiesbaden,Frankfurt,Team time trial,TI–Raleigh–Creda,
2,1980-06-28,1980,6,28,276.0,Frankfurt,Metz,Plain stage,Rudy Pevenage,BEL
3,1980-06-29,1980,6,29,282.0,Metz,Liège,Plain stage,Henk Lubberding,NED
4,1980-06-30,1980,6,30,35.0,Spa,Spa,Individual time trial,Bernard Hinault,FRA
5,1980-07-01,1980,7,1,249.0,Liège,Lille,Plain stage,Bernard Hinault,FRA
6,1980-07-02,1980,7,2,216.0,Lille,Compiègne,Plain stage,Jean-Louis Gauthier,FRA
7a,1980-07-03,1980,7,3,65.0,Compiègne,Beauvais,Team time trial,TI–Raleigh–Creda,
7b,1980-07-03,1980,7,3,92.0,Beauvais,Rouen,Plain stage,Jan Raas,NED
8,1980-07-04,1980,7,4,164.0,Flers,Saint-Malo,Plain stage,Bert Oosterbosch,NED
9,1980-07-06,1980,7,6,205.0,Saint-Malo,Nantes,Plain stage,Jan Raas,NED
10,1980-07-07,1980,7,7,163.0,Rochefort,Bordeaux,Plain stage,Cees Priem,NED
11,1980-07-08,1980,7,8,52.0,Damazan,Laplume,Individual time trial,Joop Zoetemelk,NED
12,1980-07-09,1980,7,9,194.0,Agen,Pau,Plain stage,Gerrie Knetemann,NED
13,1980-07-10,1980,7,10,200.0,Pau,Bagnères-de-Luchon,Stage with mountain(s),Raymond Martin,FRA
14,1980-07-11,1980,7,11,189.0,Lézignan-Corbières,Montpellier,Plain stage,Ludo Peeters,BEL
15,1980-07-12,1980,7,12,160.0,Montpellier,Martigues,Plain stage,Bernard Vallet,FRA
16,1980-07-13,1980,7,13,209.0,Trets,Pra-Loup,Stage with mountain(s),Jos De Schoenmaecker,BEL
17,1980-07-14,1980,7,14,242.0,Serre Chevalier,Morzine,Stage with mountain(s),Mariano Martínez,FRA
18,1980-07-16,1980,7,16,199.0,Morzine,Prapoutel,Stage with mountain(s),Ludo Loos,BEL
19,1980-07-17,1980,7,17,140.0,Voreppe,Saint-Étienne,Hilly stage,Sean Kelly,IRE
20,1980-07-18,1980,7,18,34.0,Saint-Étienne,Saint-Étienne,Individual time trial,Joop Zoetemelk,NED
21,1980-07-19,1980,7,19,208.0,Auxerre,Fontenay-sous-Bois,Plain stage,Sean Kelly,IRE
22,1980-07-20,1980,7,20,186.0,Fontenay-sous-Bois,Paris,Plain stage,Pol Verschuere,BEL
P,1979-06-27,1979,6,27,5.0,Fleurance,Fleurance,Individual time trial,Gerrie Knetemann,NED
1,1979-06-28,1979,6,28,225.0,Fleurance,Luchon,Stage with mountain(s),René Bittinger,FRA
2,1979-06-29,1979,6,29,24.0,Luchon,Superbagnères,Individual time trial,Bernard Hinault,FRA
3,1979-06-30,1979,6,30,180.0,Luchon,Pau,Stage with mountain(s),Bernard Hinault,FRA
4,1979-07-01,1979,7,1,87.0,Captieux,Bordeaux,Team time trial,TI–Raleigh–McGregor,
5,1979-07-02,1979,7,2,145.0,Neuville-de-Poitou,Angers,Plain stage,Jan Raas,NED
6,1979-07-03,1979,7,3,239.0,Angers,Saint-Brieuc,Plain stage,Jos Jacobs,BEL
7,1979-07-04,1979,7,4,158.0,Saint-Hilaire-du-Harcouët,Deauville,Plain stage,Leo van Vliet,NED
8,1979-07-05,1979,7,5,90.0,Deauville,Le Havre,Team time trial,TI–Raleigh–McGregor,
9,1979-07-06,1979,7,6,201.0,Amiens,Roubaix,Plain stage,Ludo Delcroix,BEL
10,1979-07-07,1979,7,7,124.0,Roubaix,Brussels,Plain stage,Jo Maas,NED
11,1979-07-08,1979,7,8,33.0,Brussels,Brussels,Individual time trial,Bernard Hinault,FRA
12,1979-07-09,1979,7,9,193.0,Rochefort,Metz,Plain stage,Christian Seznec,FRA
13,1979-07-10,1979,7,10,202.0,Metz,Ballon d'Alsace,Hilly stage,Pierre-Raymond Villemiane,FRA
14,1979-07-11,1979,7,11,248.0,Belfort,Évian-les-Bains,Plain stage,Marc Demeyer,BEL
15,1979-07-12,1979,7,12,54.0,Évian-les-Bains,Morzine Avoriaz,Individual time trial,Bernard Hinault,FRA
16,1979-07-13,1979,7,13,201.0,Morzine Avoriaz,Les Menuires,Stage with mountain(s),Lucien Van Impe,BEL
17,1979-07-15,1979,7,15,167.0,Les Menuires,Alpe d'Huez,Stage with mountain(s),Joaquim Agostinho,POR
18,1979-07-16,1979,7,16,119.0,Alpe d'Huez,Alpe d'Huez,Stage with mountain(s),Joop Zoetemelk,NED
19,1979-07-17,1979,7,17,162.0,Alpe d'Huez,Saint-Priest,Plain stage,Dietrich Thurau,GER
20,1979-07-18,1979,7,18,240.0,Saint-Priest,Dijon,Plain stage,Serge Parsani,ITA
21,1979-07-19,1979,7,19,49.0,Dijon,Dijon,Individual time trial,Bernard Hinault,FRA
22,1979-07-20,1979,7,20,189.0,Dijon,Auxerre,Plain stage,Gerrie Knetemann,NED
23,1979-07-21,1979,7,21,205.0,Auxerre,Nogent-sur-Marne,Plain stage,Bernard Hinault,FRA
24,1979-07-22,1979,7,22,180.0,Le Perreux-sur-Marne,Paris,Plain stage,Bernard Hinault,FRA
P,1978-06-29,1978,6,29,5.0,Leiden,Leiden,Individual time trial,Jan Raas,NED
1a,1978-06-30,1978,6,30,135.0,Leiden,Sint Willebrord,Plain stage,Jan Raas,NED
1b,1978-06-30,1978,6,30,100.0,Sint Willebrord,Brussels,Plain stage,Walter Planckaert,BEL
2,1978-07-01,1978,7,1,199.0,Brussels,Saint-Amand-les-Eaux,Plain stage,Jacques Esclassan,FRA
3,1978-07-02,1978,7,2,244.0,Saint-Amand-les-Eaux,Saint-Germain-en-Laye,Plain stage,Klaus-Peter Thaler,GER
4,1978-07-03,1978,7,3,153.0,Évreux,Caen,Team time trial,TI–Raleigh–McGregor,
5,1978-07-04,1978,7,4,244.0,Caen,Mazé-Montgeoffroy,Plain stage,Freddy Maertens,BEL
6,1978-07-05,1978,7,5,162.0,Mazé-Montgeoffroy,Poitiers,Plain stage,Sean Kelly,IRE
7,1978-07-06,1978,7,6,242.0,Poitiers,Bordeaux,Plain stage,Freddy Maertens,BEL
8,1978-07-07,1978,7,7,59.0,Saint-Émilion,Sainte-Foy-la-Grande,Individual time trial,Bernard Hinault,FRA
9,1978-07-08,1978,7,8,233.0,Bordeaux,Biarritz,Plain stage,Miguel Maria Lasa,ESP
10,1978-07-10,1978,7,10,192.0,Biarritz,Pau,Hilly stage,Henk Lubberding,NED
11,1978-07-11,1978,7,11,161.0,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Mariano Martínez,FRA
12a,1978-07-12,1978,7,12,158.0,Tarbes,Valence d'Agen,Plain stage,Cancelled,
12b,1978-07-12,1978,7,12,96.0,Valence d'Agen,Toulouse,Plain stage,Jacques Esclassan,FRA
13,1978-07-13,1978,7,13,221.0,Figeac,Super Besse,Hilly stage,Paul Wellens,BEL
14,1978-07-14,1978,7,14,52.0,Besse-en-Chandesse,Puy de Dôme,Individual time trial,Joop Zoetemelk,NED
15,1978-07-15,1978,7,15,196.0,Saint-Dier-d'Auvergne,Saint-Étienne,Hilly stage,Bernard Hinault,FRA
16,1978-07-16,1978,7,16,241.0,St-Étienne,Alpe d'Huez,Stage with mountain(s),Hennie Kuiper,NED
17,1978-07-18,1978,7,18,225.0,Grenoble,Morzine,Stage with mountain(s),Christian Seznec,FRA
18,1978-07-19,1978,7,19,137.0,Morzine,Lausanne,Plain stage,Gerrie Knetemann,NED
19,1978-07-20,1978,7,20,182.0,Lausanne,Belfort,Plain stage,Marc Demeyer,BEL
20,1978-07-21,1978,7,21,72.0,Metz,Nancy,Individual time trial,Bernard Hinault,FRA
21,1978-07-22,1978,7,22,207.0,Epernay,Senlis,Plain stage,Jan Raas,NED
22,1978-07-23,1978,7,23,162.0,Saint Germain en Laye,Paris,Plain stage,Gerrie Knetemann,NED
P,1977-06-30,1977,6,30,5.0,Fleurance,Fleurance,Individual time trial,Dietrich Thurau,FRG
1,1977-07-01,1977,7,1,237.0,Fleurance,Auch,Plain stage,Pierre-Raymond Villemiane,FRA
2,1977-07-02,1977,7,2,253.0,Auch,Pau,Stage with mountain(s),Dietrich Thurau,FRG
3,1977-07-03,1977,7,3,248.0,Oloron-Sainte-Marie,Vitoria-Gasteiz,Stage with mountain(s),José Nazabal,ESP
4,1977-07-04,1977,7,4,256.0,Vitoria-Gasteiz,Seignosse le Penon,Stage with mountain(s),Régis Delépine,FRA
5a,1977-07-05,1977,7,5,139.0,Morcenx,Bordeaux,Plain stage,Jacques Esclassan,FRA
5b,1977-07-05,1977,7,5,30.0,Bordeaux,Bordeaux,Individual time trial,Dietrich Thurau,FRG
6,1977-07-07,1977,7,7,225.0,Bordeaux,Limoges,Plain stage,Jan Raas,NED
7a,1977-07-08,1977,7,8,140.0,Jaunay-Clan,Angers,Plain stage,Patrick Sercu,BEL
7b,1977-07-08,1977,7,8,4.0,Angers,Angers,Team time trial,Fiat France,
8,1977-07-09,1977,7,9,247.0,Angers,Lorient,Plain stage,Giacinto Santambrogio,ITA
9,1977-07-10,1977,7,10,187.0,Lorient,Rennes,Stage with mountain(s),Klaus-Peter Thaler,FRG
10,1977-07-11,1977,7,11,174.0,Bagnoles-de-l'Orne,Rouen,Plain stage,Fedor den Hertog,NED
11,1977-07-12,1977,7,12,242.0,Rouen,Roubaix,Plain stage,Jean-Pierre Danguillaume,FRA
12,1977-07-13,1977,7,13,193.0,Roubaix,Charleroi,Stage with mountain(s),Patrick Sercu,BEL
13a,1977-07-14,1977,7,14,46.0,Freiburg,Freiburg,Plain stage,Patrick Sercu,BEL
13b,1977-07-14,1977,7,14,160.0,Altkirch ,Besançon,Plain stage,Jean-Pierre Danguillaume,FRA
14,1977-07-16,1977,7,16,230.0,Besançon,Thonon-les-Bains,Stage with mountain(s),Bernard Quilfen,FRA
15a,1977-07-17,1977,7,17,105.0,Thonon-les-Bains,Morzine,Stage with mountain(s),Paul Wellens,BEL
15b,1977-07-17,1977,7,17,14.0,Morzine,Avoriaz,Individual time trial,Lucien Van Impe,BEL
16,1977-07-18,1977,7,18,121.0,Morzine,Chamonix,Stage with mountain(s),Dietrich Thurau,FRG
17,1977-07-19,1977,7,19,185.0,Chamonix,Alpe d'Huez,Stage with mountain(s),Hennie Kuiper,NED
18,1977-07-20,1977,7,20,199.0,Rossignol Voiron,Saint-Étienne,Stage with mountain(s),no winner,
19,1977-07-21,1977,7,21,172.0,Saint-Trivier-sur-Moignans,Dijon,Plain stage,Gerrie Knetemann,NED
20,1977-07-22,1977,7,22,50.0,Dijon,Dijon,Individual time trial,Bernard Thévenet,FRA
21,1977-07-23,1977,7,23,142.0,Montereau-Fault-Yonne,Versailles,Plain stage,Gerrie Knetemann,NED
22a,1977-07-24,1977,7,24,6.0,Paris,Paris,Individual time trial,Dietrich Thurau,FRG
22b,1977-07-24,1977,7,24,91.0,Paris,Paris,Plain stage,Alain Meslet,FRA
P,1976-06-24,1976,6,24,8.0,Saint-Jean-de-Monts,Saint-Jean-de-Monts,Individual time trial,Freddy Maertens,BEL
1,1976-06-25,1976,6,25,173.0,Saint-Jean-de-Monts,Angers,Flat Stage,Freddy Maertens,BEL
2,1976-06-26,1976,6,26,237.0,Angers,Caen,Flat Stage,Giovanni Battaglin,ITA
3,1976-06-27,1976,6,27,37.0,Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,Individual time trial,Freddy Maertens,BEL
4,1976-06-28,1976,6,28,258.0,Le Touquet-Paris-Plage,Bornem,Flat Stage,Hennie Kuiper,NED
5a,1976-06-29,1976,6,29,4.0,Leuven,Leuven,Team time trial,TI–Raleigh–Campagnolo,
5b,1976-06-29,1976,6,29,144.0,Leuven,Verviers,Half Stage,Miguel-Maria Lasa,ESP
6,1976-06-30,1976,6,30,209.0,Bastogne,Nancy,Flat Stage,Aldo Parecchini,ITA
7,1976-07-01,1976,7,1,206.0,Nancy,Mulhouse,Flat Stage,Freddy Maertens,BEL
8,1976-07-02,1976,7,2,220.0,Valentigney,Divonne-les-Bains,Flat Stage,Jacques Esclassan,FRA
9,1976-07-04,1976,7,4,258.0,Divonne-les-Bains,Alpe d'Huez,Mountain Stage,Joop Zoetemelk,NED
10,1976-07-05,1976,7,5,166.0,Le Bourg-d'Oisans,Montgenèvre,Mountain Stage,Joop Zoetemelk,NED
11,1976-07-06,1976,7,6,224.0,Montgenèvre,Manosque,Mountain Stage,José-Luis Viejo,ESP
12,1976-07-08,1976,7,8,205.0,Le Barcarès,Pyrénées 2000,Mountain Stage,Raymond Delisle,FRA
13,1976-07-09,1976,7,9,188.0,Font-Romeu-Odeillo-Via,Saint-Gaudens,Mountain Stage,Willy Teirlinck[8],BEL
14,1976-07-10,1976,7,10,139.0,Saint-Gaudens,Saint-Lary-Soulan,Mountain Stage,Lucien Van Impe,BEL
15,1976-07-11,1976,7,11,195.0,Saint-Lary-Soulan,Pau,Mountain Stage,Wladimiro Panizza,ITA
16,1976-07-12,1976,7,12,152.0,Pau,Fleurance,Flat Stage,Michel Pollentier,BEL
17,1976-07-13,1976,7,13,39.0,Fleurance,Auch,Individual time trial,Ferdinand Bracke,BEL
18a,1976-07-14,1976,7,14,86.0,Auch,Langon,Half Stage,Freddy Maertens,BEL
18b,1976-07-14,1976,7,14,123.0,Langon,Lacanau,Half Stage,Freddy Maertens,BEL
18c,1976-07-14,1976,7,14,70.0,Lacanau,Bordeaux,Half Stage,Gerben Karstens,NED
19,1976-07-15,1976,7,15,220.0,Sainte-Foy-la-Grande,Tulle,Flat Stage,Hubert Mathis,FRA
20,1976-07-16,1976,7,16,220.0,Tulle,Puy de Dôme,Mountain Stage,Joop Zoetemelk,NED
21,1976-07-17,1976,7,17,145.0,Montargis,Versailles,Flat Stage,Freddy Maertens,BEL
22a,1976-07-18,1976,7,18,6.0,Paris,Paris,Individual time trial,Freddy Maertens,BEL
22b,1976-07-18,1976,7,18,91.0,Paris,Paris,Half Stage,Gerben Karstens,NED
P,1975-06-26,1975,6,26,6.0,Charleroi,Charleroi,Individual time trial,Francesco Moser,ITA
1a,1975-06-27,1975,6,27,94.0,Charleroi,Molenbeek,Plain stage,Cees Priem,NED
1b,1975-06-27,1975,6,27,109.0,Molenbeek,Roubaix,Plain stage,Rik Van Linden,BEL
2,1975-06-28,1975,6,28,121.0,Roubaix,Amiens,Plain stage,Ronald de Witte,BEL
3,1975-06-29,1975,6,29,170.0,Amiens,Versailles,Plain stage,Karel Rottiers,BEL
4,1975-06-30,1975,6,30,223.0,Versailles,Le Mans,Plain stage,Jacques Esclassan,FRA
5,1975-07-02,1975,7,2,222.0,Sablé-sur-Sarthe,Merlin-Plage,Plain stage,Theo Smit,NED
6,1975-07-02,1975,7,2,16.0,Merlin-Plage,Merlin-Plage,Individual time trial,Eddy Merckx,BEL
7,1975-07-03,1975,7,3,236.0,Saint-Gilles-Croix-de-Vie,Angoulême,Plain stage,Francesco Moser,ITA
8,1975-07-04,1975,7,4,134.0,Angoulême,Bordeaux,Plain stage,Barry Hoban,GBR
9a,1975-07-05,1975,7,5,131.0,Langon,Fleurance,Plain stage,Theo Smit,NED
9b,1975-07-05,1975,7,5,37.0,Fleurance,Auch,Individual time trial,Eddy Merckx,BEL
10,1975-07-07,1975,7,7,206.0,Auch,Pau,Stage with mountain(s),Felice Gimondi,ITA
11,1975-07-08,1975,7,8,160.0,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Joop Zoetemelk,NED
12,1975-07-09,1975,7,9,242.0,Tarbes,Albi,Plain stage,Gerrie Knetemann,NED
13,1975-07-10,1975,7,10,260.0,Albi,Super-Lioran,Stage with mountain(s),Michel Pollentier,BEL
14,1975-07-11,1975,7,11,174.0,Aurillac,Puy de Dôme,Stage with mountain(s),Lucien Van Impe,BEL
15,1975-07-13,1975,7,13,217.0,Nice,Pra-Loup,Stage with mountain(s),Bernard Thévenet,FRA
16,1975-07-14,1975,7,14,107.0,Barcelonnette,Serre Chevalier,Stage with mountain(s),Bernard Thévenet,FRA
17,1975-07-15,1975,7,15,225.0,Valloire,Morzine Avoriaz,Stage with mountain(s),Vicente Lopez-Carril,ESP
18,1975-07-16,1975,7,16,40.0,Morzine,Châtel,Individual time trial,Lucien Van Impe,BEL
19,1975-07-17,1975,7,17,229.0,Thonon-les-Bains,Chalon-sur-Saône,Stage with mountain(s),Rik Van Linden,BEL
20,1975-07-18,1975,7,18,256.0,Pouilly-en-Auxois,Melun,Plain stage,Giacinto Santambrogio,ITA
21,1975-07-19,1975,7,19,220.0,Melun,Senlis,Plain stage,Rik Van Linden,BEL
22,1975-07-20,1975,7,20,164.0,Paris,Paris,Plain stage,Walter Godefroot,BEL
P,1974-06-27,1974,6,27,7.0,Brest,Brest,Individual time trial,Eddy Merckx,BEL
1,1974-06-28,1974,6,28,144.0,Brest,Saint-Pol-de-Léon,Plain stage,Ercole Gualazzini,ITA
2,1974-06-29,1974,6,29,164.0,Plymouth,Plymouth,Plain stage,Henk Poppe,NED
3,1974-06-30,1974,6,30,190.0,Morlaix,Saint-Malo,Plain stage,Patrick Sercu,BEL
4,1974-07-01,1974,7,1,184.0,Saint-Malo,Caen,Plain stage,Patrick Sercu,BEL
5,1974-07-02,1974,7,2,165.0,Caen,Dieppe,Plain stage,Ronald de Witte,BEL
6a,1974-07-03,1974,7,3,239.0,Dieppe,Harelbeke,Plain stage,Jean-Luc Molineris,FRA
6b,1974-07-03,1974,7,3,9.0,Harelbeke,Harelbeke,Team time trial,Molteni,
7,1974-07-04,1974,7,4,221.0,Mons,Châlons-sur-Marne,Plain stage,Eddy Merckx,BEL
8a,1974-07-05,1974,7,5,136.0,Châlons-sur-Marne,Chaumont,Plain stage,Cyrille Guimard,FRA
8b,1974-07-05,1974,7,5,152.0,Chaumont,Besançon,Plain stage,Patrick Sercu,BEL
9,1974-07-06,1974,7,6,241.0,Besançon,Gaillard,Stage with mountain(s),Eddy Merckx,BEL
10,1974-07-07,1974,7,7,131.0,Gaillard,Aix-les-Bains,Stage with mountain(s),Eddy Merckx,BEL
11,1974-07-08,1974,7,8,199.0,Aix-les-Bains,Serre Chevalier,Stage with mountain(s),Vicente Lopez Carril,ESP
12,1974-07-10,1974,7,10,231.0,Savines-le-Lac,Orange,Stage with mountain(s),Jos Spruyt,BEL
13,1974-07-11,1974,7,11,126.0,Avignon,Montpellier,Plain stage,Barry Hoban,GBR
14,1974-07-12,1974,7,12,249.0,Lodève,Colomiers,Plain stage,Jean-Pierre Genet,FRA
15,1974-07-14,1974,7,14,225.0,Colomiers,La Seu d'Urgell,Stage with mountain(s),Eddy Merckx,BEL
16,1974-07-15,1974,7,15,209.0,La Seu d'Urgell,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Raymond Poulidor,FRA
17,1974-07-16,1974,7,16,119.0,Saint-Lary-Soulan,La Mongie,Stage with mountain(s),Jean-Pierre Danguillaume,FRA
18,1974-07-17,1974,7,17,141.0,Bagnères-de-Bigorre,Pau,Stage with mountain(s),Jean-Pierre Danguillaume,FRA
19a,1974-07-18,1974,7,18,196.0,Pau,Bordeaux,Plain stage,Francis Campaner,FRA
19b,1974-07-18,1974,7,18,12.0,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
20,1974-07-19,1974,7,19,120.0,Saint-Gilles-Croix-de-Vie,Nantes,Plain stage,Gerard Vianen,NED
21a,1974-07-20,1974,7,20,113.0,Vouvray,Orléans,Plain stage,Eddy Merckx,BEL
21b,1974-07-20,1974,7,20,37.0,Orléans,Orléans,Individual time trial,Michel Pollentier,BEL
22,1974-07-21,1974,7,21,146.0,Orléans,Paris,Plain stage,Eddy Merckx,BEL
P,1973-06-30,1973,6,30,7.1,Scheveningen,Scheveningen,Individual time trial,Joop Zoetemelk,NED
1a,1973-07-01,1973,7,1,84.0,Scheveningen,Rotterdam,Plain stage,Willy Teirlinck,BEL
1b,1973-07-01,1973,7,1,137.5,Rotterdam,Sint-Niklaas,Plain stage,José Catieau,FRA
2a,1973-07-02,1973,7,2,12.4,Sint-Niklaas,Sint-Niklaas,Team time trial,Watney–Maes Pils,
2b,1973-07-02,1973,7,2,138.0,Sint-Niklaas,Roubaix,Plain stage,Eddy Verstraeten,BEL
3,1973-07-03,1973,7,3,226.0,Roubaix,Reims,Plain stage,Cyrille Guimard,FRA
4,1973-07-04,1973,7,4,214.0,Reims,Nancy,Plain stage,Joop Zoetemelk,NED
5,1973-07-05,1973,7,5,188.0,Nancy,Mulhouse,Stage with mountain(s),Walter Godefroot,BEL
6,1973-07-06,1973,7,6,244.5,Mulhouse,Divonne-les-Bains,Stage with mountain(s),Jean-Pierre Danguillaume,FRA
7a,1973-07-08,1973,7,8,86.5,Divonne-les-Bains,Gaillard,Stage with mountain(s),Luis Ocaña,ESP
7b,1973-07-08,1973,7,8,150.5,Gaillard,Méribel,Stage with mountain(s),Bernard Thévenet,FRA
8,1973-07-09,1973,7,9,237.5,Moûtiers,Les Orres,Stage with mountain(s),Luis Ocaña,ESP
9,1973-07-10,1973,7,10,234.5,Embrun,Nice,Stage with mountain(s),Vicente López Carril,ESP
10,1973-07-11,1973,7,11,222.5,Nice,Aubagne,Stage with mountain(s),Michael Wright,GBR
11,1973-07-12,1973,7,12,238.0,Montpellier,Argelès-sur-Mer,Plain stage,Barry Hoban,GBR
12a,1973-07-13,1973,7,13,28.3,Perpignan,Thuir,Individual time trial,Luis Ocaña,ESP
12b,1973-07-13,1973,7,13,76.0,Thuir,Pyrénées 2000,Stage with mountain(s),Lucien Van Impe,BEL
13,1973-07-15,1973,7,15,235.0,Bourg-Madame,Luchon,Stage with mountain(s),Luis Ocaña,ESP
14,1973-07-16,1973,7,16,227.5,Luchon,Pau,Stage with mountain(s),Pedro Torres,ESP
15,1973-07-17,1973,7,17,137.0,Pau,Fleurance,Plain stage,Wilfried David,BEL
16a,1973-07-18,1973,7,18,210.0,Fleurance,Bordeaux,Plain stage,Walter Godefroot,BEL
16b,1973-07-18,1973,7,18,12.4,Bordeaux,Bordeaux,Individual time trial,Joaquim Agostinho,POR
17,1973-07-19,1973,7,19,248.0,Sainte-Foy-la-Grande,Brive-la-Gaillarde,Plain stage,Claude Tollet,FRA
18,1973-07-20,1973,7,20,216.5,Brive-la-Gaillarde,Puy de Dôme,Stage with mountain(s),Luis Ocaña,ESP
19,1973-07-21,1973,7,21,233.5,Bourges,Versailles,Plain stage,Barry Hoban,GBR
20a,1973-07-22,1973,7,22,16.0,Versailles,Versailles,Individual time trial,Luis Ocaña,ESP
20b,1973-07-22,1973,7,22,89.0,Versailles,Paris,Plain stage,Bernard Thévenet,FRA
P,1972-07-01,1972,7,1,7.2,Angers,Angers,Individual time trial,Eddy Merckx,BEL
1,1972-07-02,1972,7,2,235.5,Angers,Saint-Brieuc,Plain stage,Cyrille Guimard,FRA
2,1972-07-03,1972,7,3,206.5,Saint-Brieuc,La Baule,Plain stage,Rik Van Linden,BEL
3a,1972-07-04,1972,7,4,161.0,Pornichet,Saint-Jean-de-Monts,Plain stage,Ercole Gualazzini,ITA
3b,1972-07-04,1972,7,4,16.2,Merlin-Plage,Merlin-Plage,Team time trial,Molteni,
4,1972-07-05,1972,7,5,236.0,Merlin-Plage,Royan,Plain stage,Cyrille Guimard,FRA
5a,1972-07-06,1972,7,6,133.5,Royan,Bordeaux,Plain stage,Walter Godefroot,BEL
5b,1972-07-06,1972,7,6,12.7,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
6,1972-07-07,1972,7,7,205.0,Bordeaux,Bayonne,Plain stage,Leo Duyndam,NED
7,1972-07-09,1972,7,9,220.5,Bayonne,Pau,Stage with mountain(s),Yves Hézard,FRA
8,1972-07-10,1972,7,10,163.5,Pau,Luchon,Stage with mountain(s),Eddy Merckx,BEL
9,1972-07-11,1972,7,11,179.0,Luchon,Colomiers,Hilly stage,Jos Huysmans,BEL
10,1972-07-12,1972,7,12,210.0,Castres,La Grande-Motte,Plain stage,Willy Teirlinck,BEL
11,1972-07-13,1972,7,13,207.0,Carnon-Plage,Mont Ventoux,Stage with mountain(s),Bernard Thévenet,FRA
12,1972-07-14,1972,7,14,192.0,Carpentras,Orcières,Stage with mountain(s),Lucien Van Impe,BEL
13,1972-07-16,1972,7,16,201.0,Orcières,Briançon,Stage with mountain(s),Eddy Merckx,BEL
14a,1972-07-17,1972,7,17,51.0,Briançon,Valloire,Stage with mountain(s),Eddy Merckx,BEL
14b,1972-07-17,1972,7,17,151.0,Valloire,Aix-les-Bains,Stage with mountain(s),Cyrille Guimard,FRA
15,1972-07-18,1972,7,18,28.0,Aix-les-Bains,Le Revard,Stage with mountain(s),Cyrille Guimard,FRA
16,1972-07-19,1972,7,19,198.5,Aix-les-Bains,Pontarlier,Hilly stage,Willy Teirlinck,BEL
17,1972-07-20,1972,7,20,213.0,Pontarlier,Ballon d’Alsace,Hilly stage,Bernard Thévenet,FRA
18,1972-07-21,1972,7,21,257.5,Vesoul,Auxerre,Plain stage,Marinus Wagtmans,NED
19,1972-07-22,1972,7,22,230.0,Auxerre,Versailles,Plain stage,Joseph Bruyère,BEL
20a,1972-07-23,1972,7,23,42.0,Versailles,Versailles,Individual time trial,Eddy Merckx,BEL
20b,1972-07-23,1972,7,23,89.0,Versailles,Paris,Plain stage,Willy Teirlinck,BEL
P,1971-06-26,1971,6,26,11.0,Mulhouse,Mulhouse,Team time trial,Molteni,
1a,1971-06-27,1971,6,27,59.5,Mulhouse,Basel,Stage with mountain(s),Eric Leman,BEL
1b,1971-06-27,1971,6,27,90.0,Basel,Freiburg,Plain stage,Gerben Karstens,NED
1c,1971-06-27,1971,6,27,74.5,Freiburg,Mulhouse,Plain stage,Albert Van Vlierberghe,BEL
2,1971-06-28,1971,6,28,144.0,Mulhouse,Strasbourg,Stage with mountain(s),Eddy Merckx,BEL
3,1971-06-29,1971,6,29,165.5,Strasbourg,Nancy,Stage with mountain(s),Rini Wagtmans,NED
4,1971-06-30,1971,6,30,242.0,Nancy,Marche-en-Famenne,Plain stage,Jean-Pierre Genet,FRA
5,1971-07-01,1971,7,1,208.5,Dinant,Roubaix,Stage with mountain(s),Pietro Guerra,ITA
6a,1971-07-02,1971,7,2,127.5,Roubaix,Amiens,Plain stage,Eric Leman,BEL
6b,1971-07-02,1971,7,2,133.5,Amiens,Le Touquet,Plain stage,Mauro Simonetti,ITA
7,1971-07-04,1971,7,4,257.5,Rungis,Nevers,Plain stage,Eric Leman,BEL
8,1971-07-05,1971,7,5,221.0,Nevers,Puy de Dôme,Stage with mountain(s),Luis Ocaña,ESP
9,1971-07-06,1971,7,6,153.0,Clermont-Ferrand,Saint-Étienne,Stage with mountain(s),Walter Godefroot,BEL
